time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1706396872710826200,5.108826171875,-0.11799822747707367,-0.015726188197731972,-0.18999482691287994,0.011211768724024296,-0.43043258786201477,-0.902553141117096,0.21100199222564697,0.04424786567687988,-0.03316158056259155,0.9753342008749025,0.2206590282199284,0.005747654863556962,3.0783030187793393e-19
1706396872720840200,5.118840087890625,-0.20604665577411652,-0.10034347325563431,0.010040665976703167,0.011140218004584312,-0.4291270077228546,-0.9031754732131958,0.10981620848178864,0.09872841835021973,-0.0096968412399292,0.9754935487315591,0.21995726751356687,0.00557282670939599,-0.000608538882673877
1706396872730855200,5.128855224609375,-0.3465808629989624,-0.22178548574447632,0.1854037046432495,0.009318633936345577,-0.4265904724597931,-0.9043968915939331,0.11433859169483185,0.1555638313293457,0.016014933586120605,0.9758066314235077,0.21858450324135478,0.004728634612626839,-0.00020625386278060317
1706396872740869400,5.138869384765625,-0.255095899105072,-0.2934217154979706,0.1616540253162384,0.006153728812932968,-0.4237271249294281,-0.9057689905166626,0.24357162415981293,0.07535368204116821,0.0532451868057251,0.9761580685130054,0.21703685603539835,0.0032403988723840554,0.0003975225477306027
1706396872750883000,5.148883056640625,-0.10676314681768417,-0.2807237505912781,0.22520077228546143,0.00276697869412601,-0.42218804359436035,-0.9065040946006775,0.27094516158103943,0.12000295519828796,0.05463641881942749,0.9763458847487438,0.2162066246838786,0.0016310486369440018,0.0009665674552938326
1706396872760898000,5.15889794921875,-0.18386192619800568,-0.26625293493270874,0.3499046266078949,-0.0008506181184202433,-0.42100679874420166,-0.9070571064949036,0.2216147780418396,0.21135100722312927,0.055525124073028564,0.976485685389419,0.21557238355078806,0.000027731277766984282,0.0020985445927647357
1706396872770912300,5.168912353515625,-0.19120478630065918,-0.31191977858543396,0.3588493764400482,-0.0049911304377019405,-0.4191303849220276,-0.9079123735427856,0.16977079212665558,0.1654987633228302,0.023406147956848145,0.9767004149255798,0.21457091112910212,-0.0017737773598135516,0.003556474966331307
1706396872780926200,5.17892626953125,-0.04936596751213074,-0.2503010928630829,0.3328062891960144,-0.009104806929826736,-0.4179598093032837,-0.9084199070930481,0.15633687376976013,0.0939546525478363,0.0002625584602355957,0.9768244710887175,0.21395605053761255,-0.0035855422537919364,0.004907353710405199
1706396872790940200,5.188940185546875,0.055224623531103134,-0.2162589728832245,0.4121255874633789,-0.012578307650983334,-0.4180555045604706,-0.9083344340324402,0.117268867790699,0.1124982237815857,-0.031042397022247314,0.9767937791920572,0.21402684299083152,-0.005030231263321087,0.0064274899060872085
1706396872800955100,5.198955078125,0.049647100269794464,-0.22953425347805023,0.409281849861145,-0.016336441040039062,-0.41852566599845886,-0.9080580472946167,0.05176735296845436,0.15685266256332397,-0.0422440767288208,0.9767090868252594,0.2143084441908991,-0.006547719496429711,0.008273137089151825
1706396872810969000,5.208968994140625,0.06940562278032303,-0.21550285816192627,0.4188050329685211,-0.020123224705457687,-0.4189121723175049,-0.9078037738800049,0.05430290848016739,0.1289951503276825,-0.04905962944030762,0.976627828521449,0.2145517397942828,-0.008103482820336216,0.010009358423035401
1706396872820983300,5.2189833984375,0.1187065914273262,-0.17446577548980713,0.45795947313308716,-0.023651953786611557,-0.41973498463630676,-0.9073385000228882,0.06314169615507126,0.10020065307617188,-0.039728760719299316,0.9764869723352072,0.21503691209213552,-0.009480079162038368,0.011945869572460813
1706396872830998300,5.228998291015625,0.063542939722538,-0.19274118542671204,0.4747520089149475,-0.027303533628582954,-0.42047518491744995,-0.9068931341171265,-0.0003301389515399933,0.08378997445106506,-0.010861992835998535,0.9763448465086656,0.21548791294279188,-0.010880477664192268,0.014054934236433536
1706396872841012200,5.23901220703125,-0.05798375606536865,-0.20392948389053345,0.42201247811317444,-0.031011788174510002,-0.42037197947502136,-0.9068217873573303,0.02715131640434265,0.08649438619613647,-0.022819936275482178,0.9762960831230816,0.21549189430767463,-0.012343464067986924,0.01603317307131731
1706396872851026200,5.249026123046875,-0.13967730104923248,-0.15577659010887146,0.36368364095687866,-0.034298814833164215,-0.4192924201488495,-0.9072031378746033,0.06565561890602112,0.0459555983543396,-0.04839378595352173,0.9763640587190777,0.21496960429241024,-0.013656874560807176,0.0177482149331647
1706396872861040000,5.2590400390625,-0.15152622759342194,-0.1084422767162323,0.3655927777290344,-0.036975376307964325,-0.4178065359592438,-0.9077833294868469,0.01308010146021843,-0.026956677436828613,-0.051826655864715576,0.9764821184744433,0.21422564577482409,-0.014687103282007452,0.01935339575966829
1706396872871055000,5.26905517578125,-0.1260959655046463,-0.11524878442287445,0.3695686161518097,-0.03952610120177269,-0.4163934588432312,-0.9083249568939209,-0.007013209164142609,-0.050388187170028687,-0.0511782169342041,0.9765859071980022,0.2135252223803396,-0.01563660512121378,0.02103996456960543
1706396872881069000,5.279069091796875,-0.05087871104478836,-0.10908906161785126,0.35524019598960876,-0.04206503927707672,-0.41539129614830017,-0.9086697101593018,0.019207365810871124,-0.03369012475013733,-0.07262301445007324,0.9766374879748139,0.21304917118856737,-0.016589290002508274,0.022674563724919522
1706396872891083300,5.289083251953125,0.04199450463056564,-0.07809333503246307,0.3566977381706238,-0.04439062252640724,-0.41521701216697693,-0.9086387157440186,0.023486077785491943,-0.014912992715835571,-0.07143324613571167,0.9765902775357453,0.21301880155512856,-0.017424821379225075,0.024309594627294203
1706396872901097000,5.299096923828125,0.10628587752580643,-0.08750574290752411,0.38511979579925537,-0.04663877189159393,-0.4157446622848511,-0.9082847833633423,0.005958832800388336,0.010166019201278687,-0.040369391441345215,0.9764550690101695,0.21336982457603898,-0.018191389112117373,0.026040759190509126
1706396872911112200,5.3091123046875,0.1122170016169548,-0.10468500107526779,0.4182111620903015,-0.049213092774152756,-0.4165361225605011,-0.9077861905097961,0.01721540093421936,0.011842489242553711,-0.030141055583953857,0.9762751111397746,0.21387533655945418,-0.019085042739679016,0.027933531274178747
1706396872921126100,5.319126220703125,0.14776819944381714,-0.1241571456193924,0.3920747935771942,-0.051947783678770065,-0.41748136281967163,-0.9071993827819824,0.035132598131895065,-0.013930410146713257,-0.021938800811767578,0.9760689463920204,0.21447135022845598,-0.02005832069446902,0.029820244501833817
1706396872931140000,5.32914013671875,0.14892321825027466,-0.11520811915397644,0.35128289461135864,-0.05458179861307144,-0.41871777176856995,-0.9064746499061584,0.044770389795303345,-0.015440583229064941,-0.008411824703216553,0.9758298835501982,0.2152232412872405,-0.021015009138821938,0.031519947349674365
1706396872941155000,5.339155029296875,0.07646732777357101,-0.14435558021068573,0.32788407802581787,-0.057147495448589325,-0.4195614755153656,-0.9059262275695801,0.039767734706401825,-0.022104203701019287,-0.009128093719482422,0.9756390926639098,0.21576312582291227,-0.02198082805813373,0.03303804825206195
1706396872951169300,5.349169189453125,0.032776571810245514,-0.1763036549091339,0.3268558382987976,-0.05998409166932106,-0.41985130310058594,-0.9056085348129272,0.034883372485637665,-0.05956462025642395,-0.002365708351135254,0.9755079776574678,0.216013014721902,-0.023110774987368275,0.034476161709956994
1706396872961183000,5.359182861328125,0.01545537356287241,-0.17936763167381287,0.30022794008255005,-0.06291350722312927,-0.41987210512161255,-0.9054000973701477,0.03704984486103058,-0.06471654772758484,-0.002940356731414795,0.9754064417049,0.21612199964709178,-0.024315392901140497,0.03581015206123716
1706396872971197200,5.369197265625,-0.02959172986447811,-0.19961243867874146,0.31819841265678406,-0.06589753925800323,-0.4196379780769348,-0.9052963852882385,0.033075883984565735,-0.03501293063163757,0.0011368393898010254,0.975331614148492,0.21609817660016864,-0.02556164107150681,0.037102079007541755
1706396872981212200,5.379212158203125,-0.06670074909925461,-0.23609259724617004,0.3415486514568329,-0.06926238536834717,-0.4189799129962921,-0.9053499698638916,0.017489314079284668,-0.010066747665405273,0.0197908878326416,0.975292304934646,0.21586187117508884,-0.026993849436769666,0.038470430749160775
1706396872991226000,5.38922607421875,-0.08687605708837509,-0.2504955232143402,0.337984561920166,-0.07289966195821762,-0.4180305004119873,-0.9055032730102539,0.008919551968574524,-0.017302781343460083,0.035523414611816406,0.9752760268271345,0.21548139847171818,-0.02856811157886969,0.03985512348483342
1706396891024568000,23.422568115234377,0.015080134384334087,-0.07483722269535065,-0.5733815431594849,0.24703001976013184,-0.4266202449798584,-0.870041012763977,-0.001180395483970642,-0.07514983415603638,0.05262768268585205,0.758327847089052,0.25225523851037734,-0.0366986455070009,-0.5999662026382089
1706396891034583000,23.4325830078125,0.013146146200597286,-0.07878758013248444,-0.5705995559692383,0.24876999855041504,-0.42533499002456665,-0.8701745271682739,-0.019445642828941345,-0.04872509837150574,0.043575406074523926,0.7565776444534236,0.25217696325040606,-0.036325233745505246,-0.6022273303902093
1706396891044597200,23.44259716796875,0.005737764295190573,-0.06598310172557831,-0.5517030954360962,0.2505345642566681,-0.42400965094566345,-0.8703150749206543,-0.02230885624885559,-0.03447124361991882,0.020217418670654297,0.754857043472781,0.2520964912959869,-0.0359142069251548,-0.6044406642236181
1706396891054611200,23.452611083984376,-0.0024304832331836224,-0.07286492735147476,-0.5387614965438843,0.25224733352661133,-0.4226449429988861,-0.8704841136932373,-0.017429828643798828,-0.013985365629196167,0.0029151439666748047,0.7531926205144702,0.2519892927033273,-0.03548730191792271,-0.6065831018288008
1706396891064623900,23.462623779296877,-0.022807393223047256,-0.0712214931845665,-0.512931227684021,0.2538425326347351,-0.4212050437927246,-0.8707183003425598,-0.01702609658241272,0.012299954891204834,-0.010965049266815186,0.7515861383896906,0.2518165400997718,-0.03506126891120089,-0.6086686261661352
1706396891074637800,23.472637939453126,-0.053828027099370956,-0.06180863827466965,-0.4598168134689331,0.25531768798828125,-0.41962161660194397,-0.8710514307022095,-0.00611114501953125,0.027104496955871582,-0.017132163047790527,0.7501392767363256,0.2515528639306816,-0.034575103431298465,-0.6105873334030684
1706396891084652000,23.482652099609375,-0.036669280380010605,-0.04639878869056702,-0.42486095428466797,0.25668221712112427,-0.4180788993835449,-0.8713921308517456,-0.017531216144561768,0.027789562940597534,-0.01395326852798462,0.7488380929774663,0.2512810704262236,-0.0340843936592038,-0.6123215055577468
1706396891094666800,23.492666748046876,-0.01885080337524414,-0.028956107795238495,-0.39730870723724365,0.25806593894958496,-0.416809618473053,-0.8715915083885193,-0.02999281883239746,0.05897572636604309,-0.021200239658355713,0.7475976261340852,0.25114284020021327,-0.03363814995301543,-0.6139166679096415
1706396891104680700,23.5026806640625,-0.0020292112603783607,-0.02116343006491661,-0.3711460828781128,0.25946399569511414,-0.4157167971134186,-0.8716983795166016,-0.030338019132614136,0.1105867326259613,-0.027883529663085938,0.7464228126693704,0.2510935686102196,-0.03320900864706474,-0.6153879406475217
1706396891114695000,23.51269482421875,0.016204386949539185,-0.023969870060682297,-0.3367103636264801,0.2607401907444,-0.41485095024108887,-0.8717300295829773,-0.03559672832489014,0.11263531446456909,-0.02920985221862793,0.7453227603350434,0.2511071278830253,-0.03286612845179378,-0.6167326756244748
1706396891124708900,23.522708984375,0.05329636484384537,-0.02562129497528076,-0.3190746307373047,0.2618955373764038,-0.4142875075340271,-0.8716516494750977,-0.03522622585296631,0.07365027070045471,-0.02826589345932007,0.7442611248830134,0.2512137571067729,-0.03264679778949519,-0.6179817178034974
1706396891134723000,23.53272314453125,0.0759124606847763,-0.005958999507129192,-0.32161787152290344,0.26304498314857483,-0.4140130579471588,-0.8714359402656555,-0.03655877709388733,0.07700741291046143,-0.026818454265594482,0.7431961030555981,0.2514452606924597,-0.03251648053040817,-0.6191750012369754
1706396891144737800,23.54273779296875,0.03372851759195328,0.0025774966925382614,-0.3507744073867798,0.2644462585449219,-0.41363757848739624,-0.871190071105957,-0.046932220458984375,0.09994736313819885,-0.02350902557373047,0.7420773457908594,0.25172096827292567,-0.03227246437457868,-0.6204163128323212
1706396891154751700,23.552751708984374,-0.04925172030925751,0.0072262221947312355,-0.36899781227111816,0.26598504185676575,-0.4126182198524475,-0.8712050318717957,-0.06791070103645325,0.07903051376342773,-0.010630905628204346,0.7409624007560363,0.2517691062177222,-0.03177732390490069,-0.6217535174250483
